Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26
[2024/03/06 13:28:47] 5G,register,43.573,101,100,-72,-17,-55,11,3,16,0/21,-56.8,-13.7,-70.5,-58.4,-17.1,-75.5,-60,-11,-71,-58.4,-11.1,-69.4,359918920049210,999991829903013
[2024/03/06 13:28:47] Wi-Fi,link,16.597,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,149.7,6,6,-110,-59,-61,-64,51,49,46,51,,,,,,
[2024/03/06 13:28:49] 5G,register,36.104,101,100,-67,-14,-52,11,3,16,0/27,-53.3,-11.6,-64.8,-52,-12.9,-64.9,-59.8,-11,-70.7,-62.8,-11.3,-74,359918920049210,999991829903013
[2024/03/06 13:28:49] Wi-Fi,link,5.086,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,413,8,6,-110,-59,-60,-65,51,50,45,51,,,,,,
[2024/03/06 13:28:50] 5G,register,27.774,101,100,-67,-12,-54,11,3,16,0/27,-52.9,-12.8,-65.7,-52.4,-11.3,-63.7,-59.7,-11.2,-70.9,-55.6,-11.1,-66.7,359918920049210,999991829903013
[2024/03/06 13:28:50] Wi-Fi,link,5.371,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,344.1,7,6,-110,-57,-59,-63,53,51,47,53,,,,,,
[2024/03/06 13:28:52] 5G,register,35.213,101,100,-71,-16,-55,11,3,16,0/27,-57.3,-15,-72.2,-56.4,-16,-72.3,-58.6,-11.2,-69.7,-54.3,-11,-65.3,359918920049210,999991829903013
[2024/03/06 13:28:52] Wi-Fi,link,18.068,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,344.1,7,6,-110,-59,-61,-64,51,49,46,51,,,,,,
[2024/03/06 13:28:53] 5G,register,33.642,101,100,-65,-11,-53,11,3,16,0/27,-57.4,-12,-69.4,-51.2,-11.5,-62.7,-62.8,-11.1,-73.8,-120,-13.8,-140,359918920049210,999991829903013
[2024/03/06 13:28:53] Wi-Fi,link,18.508,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,344.1,7,6,-110,-58,-60,-62,52,50,48,52,,,,,,
[2024/03/06 13:28:55] 5G,register,38.231,101,100,-66,-11,-55,12,3,16,0/15,-57.3,-11.7,-68.9,-52.7,-11.9,-64.6,-59.2,-11.1,-70.3,-57,-11.1,-68.1,359918920049210,999991829903013
[2024/03/06 13:28:55] Wi-Fi,link,16.502,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,344.1,7,6,-110,-56,-59,-61,54,51,49,54,,,,,,
[2024/03/06 13:28:56] 5G,register,33.636,101,100,-65,-11,-54,11,3,16,0/15,-55.1,-10.7,-65.7,-48.6,-10.9,-59.4,-52.9,-10.9,-63.8,-62.6,-11.3,-73.9,359918920049210,999991829903013
[2024/03/06 13:28:56] Wi-Fi,link,18.607,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,344.1,7,6,-110,-57,-58,-62,53,52,48,53,,,,,,
[2024/03/06 13:28:58] 5G,register,32.964,101,100,-57,-10,-46,11,3,16,0/15,-52.7,-11.3,-64,-51.1,-11.4,-62.4,-56.8,-10.9,-67.7,-46.8,-10.9,-57.6,359918920049210,999991829903013
[2024/03/06 13:28:58] Wi-Fi,link,15.934,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,344.1,7,7,-110,-59,-61,-64,51,49,46,51,,,,,,
[2024/03/06 13:28:59] 5G,register,33.525,101,100,-57,-10,-46,14,1,16,0/18,-49.7,-10.6,-60.2,-46.8,-10.7,-57.4,-56.8,-10.9,-67.7,-46.8,-10.9,-57.6,359918920049210,999991829903013
[2024/03/06 13:28:59] Wi-Fi,link,17.723,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,344.1,7,6,-110,-57,-59,-62,53,51,48,53,,,,,,
[2024/03/06 13:29:01] 5G,register,30.797,101,100,-57,-10,-46,14,1,16,0/18,-51.5,-10.8,-62.3,-47.4,-10.9,-58.2,-56.8,-10.9,-67.7,-46.8,-10.9,-57.6,359918920049210,999991829903013
[2024/03/06 13:29:01] Wi-Fi,link,16.297,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,344.1,7,6,-110,-59,-61,-61,51,49,49,51,,,,,,
[2024/03/06 13:29:02] 5G,register,34.789,101,100,-57,-10,-46,14,1,16,0/18,-58.6,-11.6,-70.2,-55.8,-12.2,-67.9,-49,-10.9,-59.9,-55.1,-11,-66,359918920049210,999991829903013
[2024/03/06 13:29:02] Wi-Fi,link,16.688,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,344.1,7,6,-110,-59,-60,-63,51,50,47,51,,,,,,
[2024/03/06 13:29:04] 5G,register,33.511,101,100,-64,-10,-53,14,1,16,0/18,-58.5,-10.8,-69.3,-60,-13.6,-73.5,-55.8,-10.9,-66.7,-57.5,-11.2,-68.7,359918920049210,999991829903013
[2024/03/06 13:29:04] Wi-Fi,link,12.083,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,344.1,7,6,-110,-56,-56,-62,54,54,48,54,,,,,,
[2024/03/06 13:29:05] 5G,register,32.997,101,100,-61,-11,-50,12,3,16,0/18,-55.8,-13.5,-69.3,-52,-11.4,-63.4,-51.9,-10.9,-62.8,-52.8,-10.9,-63.7,359918920049210,999991829903013
[2024/03/06 13:29:05] Wi-Fi,link,15.507,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,413,8,6,-110,-55,-57,-60,55,53,50,55,,,,,,
[2024/03/06 13:29:07] 5G,register,33.422,101,100,-72,-17,-55,11,3,16,0/27,-62.9,-14.3,-77.1,-51,-14.2,-65.1,-63.6,-11.4,-74.9,-64.7,-11.6,-76.3,359918920049210,999991829903013
[2024/03/06 13:29:07] Wi-Fi,link,18.017,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,413,8,7,-110,-55,-55,-60,55,55,50,55,,,,,,
[2024/03/06 13:29:08] 5G,register,38.19,103,100,-65,-10,-54,11,3,16,0/27,-58.4,-12.4,-70.8,-54.7,-11.9,-66.5,-65.5,-11.2,-76.6,-56.9,-11,-67.8,359918920049210,999991829903013
[2024/03/06 13:29:08] Wi-Fi,link,17.304,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,455.8,0,7,-110,-54,-57,-56,56,53,54,56,,,,,,
[2024/03/06 13:29:10] 5G,register,28.447,103,100,-62,-10,-51,12,3,8,9/27,-48.6,-10.7,-59.2,-47,-10.6,-57.5,-59.7,-11,-70.7,-55.7,-11.1,-66.7,359918920049210,999991829903013
[2024/03/06 13:29:10] Wi-Fi,link,19.762,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,413,8,7,-110,-53,-56,-58,57,54,52,57,,,,,,
[2024/03/06 13:29:11] 5G,register,32.552,103,100,-57,-10,-46,12,1,16,0/27,-54.1,-10.6,-64.6,-47.8,-11.2,-58.9,-59.7,-11,-70.7,-55.7,-11.1,-66.7,359918920049210,999991829903013
[2024/03/06 13:29:11] Wi-Fi,link,15.109,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,413,8,7,-110,-56,-57,-62,54,53,48,54,,,,,,
[2024/03/06 13:29:12] 5G,register,37.774,103,100,-59,-10,-48,12,1,16,0/12,-47.7,-10.6,-58.3,-49.2,-10.8,-60,-59.7,-11,-70.7,-55.7,-11.1,-66.7,359918920049210,999991829903013
[2024/03/06 13:29:13] Wi-Fi,link,15.228,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,413,8,7,-110,-56,-58,-61,54,52,49,54,,,,,,
[2024/03/06 13:29:14] 5G,register,120.677,103,100,-62,-10,-52,12,1,16,0/18,-51.2,-10.9,-62,-51.2,-11.3,-62.5,-59.7,-11,-70.7,-55.7,-11.1,-66.7,359918920049210,999991829903013
[2024/03/06 13:29:14] Wi-Fi,link,18.586,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,455.8,0,7,-110,-54,-53,-60,56,57,50,56,,,,,,
[2024/03/06 13:29:15] 5G,register,29.624,103,100,-64,-11,-53,13,1,16,0/18,-65,-16.4,-81.4,-51.3,-10.8,-62.1,-59.7,-11,-70.7,-55.7,-11.1,-66.7,359918920049210,999991829903013
[2024/03/06 13:29:15] Wi-Fi,link,15.129,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,413,8,7,-110,-54,-56,-58,56,54,52,56,,,,,,
[2024/03/06 13:29:17] 5G,register,35.79,103,100,-59,-11,-48,14,1,16,0/18,-57.7,-11.4,-69,-48.7,-10.8,-59.5,-59.7,-11,-70.7,-55.7,-11.1,-66.7,359918920049210,999991829903013
[2024/03/06 13:29:17] Wi-Fi,link,17.642,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,413,8,8,-110,-53,-54,-58,57,56,52,57,,,,,,
[2024/03/06 13:29:18] 5G,register,38.514,103,100,-59,-10,-48,14,1,16,0/18,-56.3,-11,-67.2,-58.7,-12.7,-71.3,-59.7,-11,-70.7,-55.7,-11.1,-66.7,359918920049210,999991829903013
[2024/03/06 13:29:18] Wi-Fi,link,16.826,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,413,8,8,-110,-53,-55,-58,57,55,52,57,,,,,,
[2024/03/06 13:29:20] 5G,register,28.7,103,100,-60,-10,-50,14,1,16,0/18,-58.6,-11.2,-69.7,-47.3,-10.6,-57.9,-59.7,-11,-70.7,-55.7,-11.1,-66.7,359918920049210,999991829903013
[2024/03/06 13:29:20] Wi-Fi,link,17.84,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,413,8,8,-110,-52,-53,-56,58,57,54,58,,,,,,
[2024/03/06 13:29:21] 5G,register,33.799,103,100,-57,-10,-46,14,1,16,0/18,-50.6,-10.5,-61,-50.5,-10.7,-61.2,-59.7,-11,-70.7,-55.7,-11.1,-66.7,359918920049210,999991829903013
[2024/03/06 13:29:21] Wi-Fi,link,17.671,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,455.8,0,8,-110,-52,-53,-57,58,57,53,58,,,,,,
[2024/03/06 13:29:23] 5G,register,113.769,103,100,-61,-10,-50,14,1,16,0/18,-55,-11,-66,-55,-11.5,-66.5,-59.7,-11,-70.7,-55.7,-11.1,-66.7,359918920049210,999991829903013
[2024/03/06 13:29:23] Wi-Fi,link,17.457,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,455.8,0,8,-110,-53,-55,-57,57,55,53,57,,,,,,
[2024/03/06 13:29:24] 5G,register,33.43,103,100,-59,-10,-48,13,1,16,0/18,-51.9,-10.9,-62.8,-48.9,-10.8,-59.7,-59.7,-11,-70.7,-55.7,-11.1,-66.7,359918920049210,999991829903013
[2024/03/06 13:29:24] Wi-Fi,link,17.061,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,516,10,8,-110,-51,-54,-55,59,56,55,59,,,,,,
[2024/03/06 13:29:26] 5G,register,33.503,103,100,-59,-10,-48,12,1,16,0/18,-50,-10.5,-60.4,-53.9,-10.9,-64.7,-59.7,-11,-70.7,-55.7,-11.1,-66.7,359918920049210,999991829903013
[2024/03/06 13:29:26] Wi-Fi,link,17.746,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,455.8,0,8,-110,-51,-52,-56,59,58,54,59,,,,,,
[2024/03/06 13:29:27] 5G,register,33.712,103,100,-59,-10,-48,14,1,16,0/18,-49.2,-11,-60.1,-50.4,-11.2,-61.5,-59.7,-11,-70.7,-55.7,-11.1,-66.7,359918920049210,999991829903013
[2024/03/06 13:29:27] Wi-Fi,link,17.075,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,455.8,0,0,-110,-51,-53,-54,59,57,56,59,,,,,,
[2024/03/06 13:29:29] 5G,register,33.628,103,100,-59,-10,-48,14,1,16,0/18,-47.3,-10.4,-57.7,-49,-10.8,-59.7,-59.7,-11,-70.7,-55.7,-11.1,-66.7,359918920049210,999991829903013
[2024/03/06 13:29:29] Wi-Fi,link,17.947,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,455.8,0,8,-110,-51,-52,-56,59,58,54,59,,,,,,
[2024/03/06 13:29:30] 5G,register,33.573,103,100,-55,-10,-45,14,1,16,0/18,-50.7,-10.5,-61.2,-44.9,-10.4,-55.3,-59.7,-11,-70.7,-55.7,-11.1,-66.7,359918920049210,999991829903013
[2024/03/06 13:29:30] Wi-Fi,link,17.155,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,516,10,8,-110,-51,-52,-58,59,58,52,59,,,,,,
[2024/03/06 13:29:32] 5G,register,33.51,103,100,-56,-10,-45,13,1,16,0/18,-44.9,-10.5,-55.4,-38.2,-10.4,-48.6,-59.7,-11,-70.7,-55.7,-11.1,-66.7,359918920049210,999991829903013
[2024/03/06 13:29:32] Wi-Fi,link,18.385,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,455.8,0,8,-110,-54,-55,-59,56,55,51,56,,,,,,
[2024/03/06 13:29:33] 5G,register,34.902,103,100,-60,-10,-49,12,1,16,0/18,-47.7,-10.5,-58.2,-49.2,-10.9,-60,-59.7,-11,-70.7,-55.7,-11.1,-66.7,359918920049210,999991829903013
[2024/03/06 13:29:33] Wi-Fi,link,18.422,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,413,8,8,-110,-55,-55,-61,55,55,49,55,,,,,,
[2024/03/06 13:29:35] 5G,register,26.211,103,100,-48,-10,-37,14,1,16,0/18,-51.2,-10.7,-61.8,-44.1,-10.7,-54.7,-59.7,-11,-70.7,-55.7,-11.1,-66.7,359918920049210,999991829903013
[2024/03/06 13:29:35] Wi-Fi,link,15.875,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,413,8,8,-110,-57,-58,-61,53,52,49,53,,,,,,
[2024/03/06 13:29:36] 5G,register,33.598,103,100,-54,-10,-43,12,1,16,0/18,-47.5,-10.3,-57.8,-41.2,-10.4,-51.6,-59.7,-11,-70.7,-55.7,-11.1,-66.7,359918920049210,999991829903013
[2024/03/06 13:29:36] Wi-Fi,link,17.938,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,149.7,6,0,-110,-58,-60,-64,52,50,46,52,,,,,,
[2024/03/06 13:29:38] 5G,register,31.622,103,100,-47,-10,-37,13,1,16,0/15,-47.3,-10.5,-57.7,-39.5,-10.4,-49.8,-59.7,-11,-70.7,-55.7,-11.1,-66.7,359918920049210,999991829903013
[2024/03/06 13:29:38] Wi-Fi,link,22.9,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,172,7,8,-110,-58,-59,-63,52,51,47,52,,,,,,
[2024/03/06 13:29:39] 5G,register,31.583,103,100,-54,-10,-43,12,1,16,0/15,-49.3,-10.7,-60,-40.9,-10.5,-51.3,-59.7,-11,-70.7,-55.7,-11.1,-66.7,359918920049210,999991829903013
[2024/03/06 13:29:39] Wi-Fi,link,14.824,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,344.1,7,8,-110,-58,-60,-63,52,50,47,52,,,,,,
[2024/03/06 13:29:40] 5G,register,34.919,103,100,-48,-10,-38,14,1,16,0/15,-42.5,-10.4,-52.8,-39.9,-10.4,-50.3,-59.7,-11,-70.7,-55.7,-11.1,-66.7,359918920049210,999991829903013
[2024/03/06 13:29:41] Wi-Fi,link,17.39,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,344.1,7,0,-110,-56,-56,-63,54,54,47,54,,,,,,
[2024/03/06 13:29:42] 5G,register,33.584,103,100,-55,-10,-45,13,1,16,0/15,-39.9,-10.4,-50.3,-37.6,-10.4,-48,-59.7,-11,-70.7,-55.7,-11.1,-66.7,359918920049210,999991829903013
[2024/03/06 13:29:42] Wi-Fi,link,15.503,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,344.1,7,0,-110,-57,-60,-61,53,50,49,53,,,,,,
[2024/03/06 13:29:43] 5G,register,35.225,103,100,-56,-10,-45,14,1,16,0/15,-56.6,-10.8,-67.4,-35.1,-10.4,-45.4,-59.7,-11,-70.7,-55.7,-11.1,-66.7,359918920049210,999991829903013
[2024/03/06 13:29:43] Wi-Fi,link,15.452,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,344.1,7,0,-110,-56,-57,-60,54,53,50,54,,,,,,
[2024/03/06 13:29:45] 5G,register,22.066,103,100,-49,-10,-38,15,1,16,0/15,-51.3,-10.4,-61.6,-42.6,-10.4,-52.9,-59.7,-11,-70.7,-55.7,-11.1,-66.7,359918920049210,999991829903013
[2024/03/06 13:29:45] Wi-Fi,link,17.705,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,172,7,7,-110,-59,-60,-63,51,50,47,51,,,,,,
[2024/03/06 13:29:46] 5G,register,33.387,103,100,-51,-10,-41,12,1,16,0/15,-43.5,-10.4,-53.8,-42.4,-10.4,-52.7,-59.7,-11,-70.7,-55.7,-11.1,-66.7,359918920049210,999991829903013
[2024/03/06 13:29:46] Wi-Fi,link,3.097,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,344.1,7,7,-110,-59,-61,-62,51,49,48,51,,,,,,
[2024/03/06 13:29:48] 5G,register,31.665,103,100,-54,-10,-43,14,1,16,0/19,-57.2,-10.9,-68.1,-44.9,-10.4,-55.2,-59.7,-11,-70.7,-55.7,-11.1,-66.7,359918920049210,999991829903013
[2024/03/06 13:29:48] Wi-Fi,link,8.028,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,344.1,7,7,-110,-60,-63,-63,50,47,47,50,,,,,,
[2024/03/06 13:29:49] 5G,register,31.318,103,100,-54,-10,-44,14,1,16,0/22,-43.6,-10.5,-54,-48.5,-10.7,-59.2,-59.7,-11,-70.7,-55.7,-11.1,-66.7,359918920049210,999991829903013
[2024/03/06 13:29:49] Wi-Fi,link,17.98,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,344.1,7,7,-110,-61,-64,-63,49,46,47,49,,,,,,
[2024/03/06 13:29:51] 5G,register,34.293,103,100,-55,-10,-44,14,1,16,0/22,-46.7,-10.4,-57.1,-51.1,-10.6,-61.6,-59.7,-11,-70.7,-55.7,-11.1,-66.7,359918920049210,999991829903013
[2024/03/06 13:29:51] Wi-Fi,link,16.856,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,344.1,7,7,-110,-62,-65,-64,48,45,46,48,,,,,,
[2024/03/06 13:29:52] 5G,register,33.358,103,100,-61,-10,-51,13,1,16,0/22,-59.8,-10.6,-70.4,-52.7,-10.7,-63.3,-59.7,-11,-70.7,-55.7,-11.1,-66.7,359918920049210,999991829903013
[2024/03/06 13:29:52] Wi-Fi,link,16.663,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,299.4,6,8,-110,-65,-66,-71,45,44,39,45,,,,,,
[2024/03/06 13:29:54] 5G,register,28.511,103,100,-63,-10,-52,14,1,16,0/22,-50.3,-10.4,-60.7,-52.9,-10.3,-63.1,-59.7,-11,-70.7,-55.7,-11.1,-66.7,359918920049210,999991829903013
[2024/03/06 13:29:54] Wi-Fi,link,16.673,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,299.4,6,7,-110,-65,-67,-70,45,43,40,45,,,,,,
[2024/03/06 13:29:55] 5G,register,37.284,103,100,-66,-11,-55,13,1,16,0/18,-50.7,-10.4,-61,-57.1,-10.6,-67.7,-59.7,-11,-70.7,-55.7,-11.1,-66.7,359918920049210,999991829903013
[2024/03/06 13:29:55] Wi-Fi,link,12.604,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,299.4,6,6,-110,-65,-69,-67,45,41,43,45,,,,,,
[2024/03/06 13:29:57] 5G,register,35.707,103,100,-58,-10,-47,13,1,16,0/18,-50.5,-10.3,-60.8,-55.7,-10.7,-66.3,-59.7,-11,-70.7,-55.7,-11.1,-66.7,359918920049210,999991829903013
[2024/03/06 13:29:57] Wi-Fi,link,12.754,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,275.2,5,6,-110,-65,-68,-69,45,42,41,45,,,,,,
[2024/03/06 13:29:58] 5G,register,30.624,103,100,-60,-10,-50,12,1,16,0/18,-53.9,-10.5,-64.4,-58.2,-10.6,-68.8,-59.7,-11,-70.7,-55.7,-11.1,-66.7,359918920049210,999991829903013
[2024/03/06 13:29:58] Wi-Fi,link,22.848,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,206.4,4,0,-110,-68,-70,-73,42,40,37,42,,,,,,
[2024/03/06 13:30:00] 5G,register,40.233,103,100,-62,-10,-52,13,1,16,0/18,-59.7,-10.5,-70.1,-50.6,-10.6,-61.1,-59.7,-11,-70.7,-55.7,-11.1,-66.7,359918920049210,999991829903013
[2024/03/06 13:30:00] Wi-Fi,link,55.648,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,275.2,5,4,-110,-70,-72,-74,40,38,36,40,,,,,,
[2024/03/06 13:30:01] 5G,register,31.627,103,100,-59,-10,-49,12,1,16,0/18,-52.2,-10.4,-62.6,-49.6,-10.5,-60,-59.7,-11,-70.7,-55.7,-11.1,-66.7,359918920049210,999991829903013
[2024/03/06 13:30:01] Wi-Fi,link,60.541,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,275.2,5,5,-110,-70,-70,-74,40,40,36,40,,,,,,
[2024/03/06 13:30:03] 5G,register,38.691,103,100,-57,-10,-46,14,1,16,0/18,-50.5,-10.4,-60.9,-52.5,-10.6,-63.1,-59.7,-11,-70.7,-55.7,-11.1,-66.7,359918920049210,999991829903013
[2024/03/06 13:30:03] Wi-Fi,link,21.249,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,275.2,5,7,-110,-70,-71,-75,40,39,35,40,,,,,,
[2024/03/06 13:30:04] 5G,register,35.61,103,100,-60,-10,-50,13,1,16,0/18,-51.6,-10.4,-62,-63.5,-10.9,-74.3,-59.7,-11,-70.7,-55.7,-11.1,-66.7,359918920049210,999991829903013
[2024/03/06 13:30:04] Wi-Fi,link,12.546,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,206.4,4,9,-110,-72,-73,-77,38,37,33,38,,,,,,
[2024/03/06 13:30:06] 5G,register,38.419,103,100,-58,-10,-47,13,1,16,0/18,-57.5,-10.7,-68.1,-47,-10.4,-57.3,-59.7,-11,-70.7,-55.7,-11.1,-66.7,359918920049210,999991829903013
[2024/03/06 13:30:06] Wi-Fi,link,21.147,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,206.4,4,4,-110,-72,-74,-76,38,36,34,38,,,,,,
[2024/03/06 13:30:07] 5G,register,40.489,103,100,-63,-10,-53,13,1,16,0/18,-48.7,-10.3,-59,-58.7,-10.5,-69.1,-59.7,-11,-70.7,-55.7,-11.1,-66.7,359918920049210,999991829903013
[2024/03/06 13:30:07] Wi-Fi,link,40.923,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,172,7,2,-110,-72,-74,-77,38,36,33,38,,,,,,
[2024/03/06 13:30:08] 5G,register,27.066,103,100,-66,-10,-55,14,1,16,0/18,-49.1,-10.4,-59.4,-57.3,-10.7,-67.9,-59.7,-11,-70.7,-55.7,-11.1,-66.7,359918920049210,999991829903013
[2024/03/06 13:30:09] Wi-Fi,link,41.482,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,149.7,6,2,-110,-72,-73,-77,38,37,33,38,,,,,,
[2024/03/06 13:30:10] 5G,register,36.642,103,100,-58,-10,-47,13,1,16,0/18,-49.3,-10.4,-59.6,-49.7,-10.4,-60,-59.7,-11,-70.7,-55.7,-11.1,-66.7,359918920049210,999991829903013
[2024/03/06 13:30:10] Wi-Fi,link,16.3,UIWANG_OLT_AGV,80:03:84:bb:2a:20,44,5220,40,40,149.7,6,7,-110,-73,-75,-79,37,35,31,37,,,,,,
[2024/03/06 13:30:11] 5G,register,35.838,103,100,-66,-11,-55,12,1,16,0/18,-54.7,-10.4,-65,-49.2,-10.4,-59.6,-59.7,-11,-70.7,-55.7,-11.1,-66.7,359918920049210,999991829903013
[2024/03/06 13:30:11] Wi-Fi,link,120.713,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,299.4,6,6,-110,-68,-70,-74,42,40,36,42,,,,,,
[2024/03/06 13:30:13] 5G,register,10.222,103,100,-57,-10,-46,12,1,16,0/18,-57.4,-10.5,-67.9,-49.3,-10.3,-59.6,-59.7,-11,-70.7,-55.7,-11.1,-66.7,359918920049210,999991829903013
[2024/03/06 13:30:13] Wi-Fi,link,18.782,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,149.7,6,6,-110,-67,-68,-73,43,42,37,43,,,,,,
[2024/03/06 13:30:14] 5G,register,35.262,103,100,-60,-10,-50,12,1,16,0/18,-53.2,-10.5,-63.6,-49.8,-10.3,-60.1,-59.7,-11,-70.7,-55.7,-11.1,-66.7,359918920049210,999991829903013
[2024/03/06 13:30:14] Wi-Fi,link,6.82,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,275.2,5,6,-110,-67,-67,-72,43,43,38,43,,,,,,
[2024/03/06 13:30:16] 5G,register,32.721,103,100,-63,-10,-53,14,1,16,0/18,-55.1,-10.4,-65.5,-48.9,-10.3,-59.2,-59.7,-11,-70.7,-55.7,-11.1,-66.7,359918920049210,999991829903013
[2024/03/06 13:30:16] Wi-Fi,link,7.006,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,275.2,5,6,-110,-66,-67,-73,44,43,37,44,,,,,,
[2024/03/06 13:30:17] 5G,register,33.394,103,100,-55,-10,-45,14,1,16,0/24,-51.2,-10.6,-61.7,-42.7,-10.4,-53,-59.7,-11,-70.7,-55.7,-11.1,-66.7,359918920049210,999991829903013
[2024/03/06 13:30:17] Wi-Fi,link,5.865,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,275.2,5,6,-110,-65,-66,-73,45,44,37,45,,,,,,
[2024/03/06 13:30:19] 5G,register,33.022,103,100,-54,-10,-43,12,1,16,0/24,-57.1,-11,-68,-47,-10.6,-57.5,-59.7,-11,-70.7,-55.7,-11.1,-66.7,359918920049210,999991829903013
[2024/03/06 13:30:19] Wi-Fi,link,4.197,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,299.4,6,6,-110,-65,-68,-70,45,42,40,45,,,,,,
[2024/03/06 13:30:20] 5G,register,33.334,103,100,-58,-10,-48,13,1,16,0/24,-45.6,-10.4,-55.9,-47,-10.5,-57.5,-59.7,-11,-70.7,-55.7,-11.1,-66.7,359918920049210,999991829903013
[2024/03/06 13:30:20] Wi-Fi,link,9.098,UIWANG_OLT_AGV,80:03:84:bb:0d:a0,161,5805,40,40,275.2,5,6,-110,-64,-67,-67,46,43,43,46,,,,,,
[2024/03/06 13:30:22] 5G,register,40.507,103,100,-56,-10,-45,12,1,16,0/24,-47.7,-10.5,-58.1,-44.8,-10.4,-55.2,-59.7,-11,-70.7,-55.7,-11.1,-66.7,359918920049210,999991829903013
